sentiment_tool,mean,std
vader_score,0.4057509325044405,0.2558163217649567
google_score,0.40759324915640943,0.13069924125114965
huggingface_score,0.04098720544184927,0.17192542348200593
sentiment_intensity_score,0.5690053285968029,0.10365878198537702
