country,final_sentiment_score_mean,final_sentiment_score_std,final_sentiment_score_count,final_sentiment_score_min,final_sentiment_score_max,sentiment_intensity_score_mean,sentiment_intensity_score_std
UK,0.30231414793143363,0.1494523585701009,322,0.047363474597930916,0.846941060409546,0.5385093167701863,0.118695984233048
US,0.34603903290003685,0.13436458452636368,804,0.05571141258239747,0.8416687395763397,0.5812189054726369,0.09433786735047135
